video_link,duration,title,views,likes,comments,date,month,year,date_month_year,day
https://www.youtube.com//watch?v=FrqBWQ-mVEc,10,The Future Will Be Shaped by Optimists | Kevin Kelly | TED,51273,1900,262,21,4,2022,21/4/2022,Thu
https://www.youtube.com//watch?v=iIne-UO7wUo,9,An Olympic Champion’s Unwavering Advocacy for Mothers in Sports | Allyson Felix | TED,25597,355,53,20,4,2022,20/4/2022,Wed
https://www.youtube.com//watch?v=5T2VRY0LECc,7,The African Swamp Protecting Earth's Environment | Vera Songwe | TED,21430,633,40,20,4,2022,20/4/2022,Wed
https://www.youtube.com//watch?v=YRvf00NooN8,66,Elon Musk: A future worth getting excited about | TED | Tesla Texas Gigafactory interview,3609893,95000,8757,18,4,2022,18/4/2022,Mon
https://www.youtube.com//watch?v=cdZZpaB2kDM,55,"Elon Musk talks Twitter, Tesla and how his brain works — live at TED2022",4405481,115000,10444,14,4,2022,14/4/2022,Thu
https://www.youtube.com//watch?v=DJWGBoGmxJE,7,Ukraine's Fight to Keep Educating Its Children | Zoya Lytvyn | TED,38252,1200,225,14,4,2022,14/4/2022,Thu
https://www.youtube.com//watch?v=jsFAFsx9otw,8,Why Entrepreneurship Flourishes in The Countryside | Xiaowei R. Wang | TED,32369,449,95,14,4,2022,14/4/2022,Thu
https://www.youtube.com//watch?v=wDmEPFO_hd0,15,Stand with Ukraine in the Fight against Evil | Garry Kasparov | TED,137166,7300,1329,12,4,2022,12/4/2022,Tue
https://www.youtube.com//watch?v=zFJH9zUK2mo,13,The Deep Sea's Medicinal Secrets | Sam Afoullouss | TED,34071,473,56,11,4,2022,11/4/2022,Mon
https://www.youtube.com//watch?v=JEMqetu-JCI,6,Climate Change Isn't a Distant Threat -- It's Our Reality | Selina Neirok Leem | TED Countdown,39376,546,502,10,4,2022,10/4/2022,Sun
https://www.youtube.com//watch?v=FG6NHP9nV3g,9,3 Things Men Can Do to Promote Gender Equity | Jimmie Briggs | TED,37296,518,405,8,4,2022,8/4/2022,Fri
https://www.youtube.com//watch?v=j4QlG5jKpio,10,The Power of Purpose in Business | Ashley M. Grice | TED,51525,715,110,7,4,2022,7/4/2022,Thu
https://www.youtube.com//watch?v=dQYfflJ4V5Q,9,"Are Ad Agencies, PR Firms and Lobbyists Destroying the Climate? | Solitaire Townsend | TED Countdown",25438,353,72,6,4,2022,6/4/2022,Wed
https://www.youtube.com//watch?v=0G2U0R0hOCU,16,The Hidden Power of Sad Songs and Rainy Days | Susan Cain and Min Kym | TED,82889,1151,153,5,4,2022,5/4/2022,Tue
https://www.youtube.com//watch?v=p-JeKjsRiVI,13,What It's Like To Be a War Refugee | Zarlasht Halaimzai | TED,31855,442,75,4,4,2022,4/4/2022,Mon
https://www.youtube.com//watch?v=1Rr-pZoftho,10,Self-Assembling Robots and the Potential of Artificial Evolution | Emma Hart | TED,63375,880,282,1,4,2022,1/4/2022,Fri
https://www.youtube.com//watch?v=pkMIsc_nhQo,15,How to Design Mosquitoes Out of Cities | Cameron Webb | TED,36946,513,65,1,4,2022,1/4/2022,Fri
https://www.youtube.com//watch?v=bIw5ZLITSfo,17,3 Ways to Find Hope in Hopeless Times | Wajahat Ali | TED,45843,636,228,31,3,2022,31/3/2022,Thu
https://www.youtube.com//watch?v=ue40_irEXgk,21,The Critical Role of Black Mothers -- and How to Support All Moms | Anna Malaika Tubbs | TED,14674,203,15,30,3,2022,30/3/2022,Wed
https://www.youtube.com//watch?v=zZEfiiCFEKQ,6,What Does a Voice of the Future Sound Like? | Reeps One | TED Countdown,273563,3799,289,30,3,2022,30/3/2022,Wed
https://www.youtube.com//watch?v=uXZVfNJ_EXY,15,The Creativity and Community Behind Fanfiction | Cecilia Aragon | TED,25954,360,42,29,3,2022,29/3/2022,Tue
https://www.youtube.com//watch?v=vO5Rio_skIU,12,How to Share Public Money Fairly | Maja Bosnic | TED,39904,554,118,28,3,2022,28/3/2022,Mon
https://www.youtube.com//watch?v=-dtwId4MO-E,18,Why US Laws Must Expand Beyond the Nuclear Family | Diana Adams | TED,39526,548,64,25,3,2022,25/3/2022,Fri
https://www.youtube.com//watch?v=4vYUfKGtJA8,9,3 Ways Your Company's Data Can Jump-Start Climate Action | Massimo Russo | TED,25959,360,106,25,3,2022,25/3/2022,Fri
https://www.youtube.com//watch?v=fCpKG1QJC14,9,What Seaweed and Cow Burps Have to Do with Climate Change | Ermias Kebreab | TED Countdown,18783,260,86,24,3,2022,24/3/2022,Thu
https://www.youtube.com//watch?v=NkYk36wpk-4,13,My Secret to Creating Real Magic | Christina Tosi | TED,53537,743,69,23,3,2022,23/3/2022,Wed
https://www.youtube.com//watch?v=dvxmn_6o8g0,7,The Carbonless Fuel That Could Change How We Ship Goods | Maria Gallucci | TED,46895,651,130,22,3,2022,22/3/2022,Tue
https://www.youtube.com//watch?v=G9UEBLcJIRc,16,The Counterintuitive Psychology of Insurance | Orit Tykocinski | TED,40817,566,86,21,3,2022,21/3/2022,Mon
https://www.youtube.com//watch?v=1oDuK08hrrE,10,"How To Fix The ""Bugs"" In The Net-Zero Code | Lucas Joppa | TED Countdown",36721,510,50,20,3,2022,20/3/2022,Sun
https://www.youtube.com//watch?v=AnIyzhRX9IM,8,"The ""Greenhouse-in-a-Box"" Empowering Farmers in India | Sathya Raghu Mokkapati | TED Countdown",32891,456,45,19,3,2022,19/3/2022,Sat
https://www.youtube.com//watch?v=CD7iYdtrJfY,14,Climate Action Needs New Frontline Leadership | Ozawa Bineshi Albert | TED,18108,251,108,18,3,2022,18/3/2022,Fri
https://www.youtube.com//watch?v=n4QRIKCebSI,11,Why Is China Appointing Judges to Combat Climate Change? | James K. Thornton | TED Countdown,64460,895,149,18,3,2022,18/3/2022,Fri
https://www.youtube.com//watch?v=Pw6R5n9SRng,8,The Tragedy of Air Pollution -- and an Urgent Demand for Clean Air | Rosamund Adoo-Kissi-Debrah |TED,24754,343,63,17,3,2022,17/3/2022,Thu
https://www.youtube.com//watch?v=NWQ8y3TksrQ,10,You Deserve the Right to Repair Your Stuff | Gay Gordan-Byrne | TED,44594,619,153,16,3,2022,16/3/2022,Wed
https://www.youtube.com//watch?v=xJ9qRH2XLUQ,11,Why Play Is Essential for Business | Martin Reeves | TED,36285,503,37,16,3,2022,16/3/2022,Wed
https://www.youtube.com//watch?v=L5rE-Ur9pSI,11,A Sex Therapist's Secret to Rediscovering Your Spark | Ian Kerner | TED,54841,761,67,15,3,2022,15/3/2022,Tue
https://www.youtube.com//watch?v=cenxg8j-Rc0,23,4 Kinds of Regret – and What They Teach You about Yourself | Daniel H. Pink | TED,76609,1064,143,15,3,2022,15/3/2022,Tue
https://www.youtube.com//watch?v=ZwmUdFtYbzE,12,How Film Captures the Space Between Hope and Despair | Mounia Akl | TED,23647,328,25,14,3,2022,14/3/2022,Mon
https://www.youtube.com//watch?v=_VVAu8QsTu8,9,The Ocean's Ingenious Climate Solutions | Susan Ruffo | TED Countdown,37832,525,52,13,3,2022,13/3/2022,Sun
https://www.youtube.com//watch?v=WHtmgv7eiZk,7,The Incredible Cancer-Detecting Potential of Photoacoustic Imaging | Lei Li | TED,40436,561,72,13,3,2022,13/3/2022,Sun
https://www.youtube.com//watch?v=adJnm7Yopdo,11,How Wind Energy Could Power Earth ... 18 Times Over | Dan Jørgensen | TED Countdown,63120,876,496,13,3,2022,13/3/2022,Sun
https://www.youtube.com//watch?v=I23D7REnuSk,16,How to Fix Two of the Most Broken Systems in the US | Nick Turner | TED,21556,299,107,12,3,2022,12/3/2022,Sat
https://www.youtube.com//watch?v=k0Fx6igxRv8,49,War in Ukraine -- and What It Means for the World Order | Ian Bremmer | TED,1573098,21848,4899,12,3,2022,12/3/2022,Sat
https://www.youtube.com//watch?v=NnWhFyFGt74,11,Got Millet? How Marketing Could Improve the Lives of African Farmers | Zoë Karl-Waithaka | TED,16567,230,43,11,3,2022,11/3/2022,Fri
https://www.youtube.com//watch?v=VTygRN3BqwM,10,Sustainable Cooling That Doesn’t Warm the Planet | Rachel Kyte | TED Countdown,29830,414,64,11,3,2022,11/3/2022,Fri
https://www.youtube.com//watch?v=lDB_1iyJ1iQ,10,Sex Education Should Start with Consent | Kaz | TED,43271,600,29,10,3,2022,10/3/2022,Thu
https://www.youtube.com//watch?v=D0f0mXRlYKk,6,The Mind-Bending Art of Deep Time | Katie Paterson | TED,55847,1800,109,10,3,2022,10/3/2022,Thu
https://www.youtube.com//watch?v=EOMvzRZpIOI,15,A Different Understanding of American Patriotism | Deval Patrick | TED,22191,308,81,9,3,2022,9/3/2022,Wed
https://www.youtube.com//watch?v=8VcE5KWpc5A,13,4 Ways to Redefine Power at Work to Include Women of Color | Rha Goddess & Deepa Purushothaman | TED,25463,353,24,9,3,2022,9/3/2022,Wed
https://www.youtube.com//watch?v=wD2rhRUYUyA,5,The New Reality of Fashion is Digital | Gala Marija Vrbanic | TED,20864,289,81,8,3,2022,8/3/2022,Tue
https://www.youtube.com//watch?v=AS0K0XOMNwA,12,Could We Treat Alzheimer's with Light and Sound? | Li-Huei Tsai | TED,32908,457,121,8,3,2022,8/3/2022,Tue
https://www.youtube.com//watch?v=9EBkS2kE7uk,20,"""A Seat at the Table"" Isn't the Solution for Gender Equity | Lilly Singh | TED",298257,4142,1423,7,3,2022,7/3/2022,Mon
https://www.youtube.com//watch?v=60e6u_1TEIs,12,What You Need to Know About Carbon Removal | Gabrielle Walker | TED,44416,616,191,7,3,2022,7/3/2022,Mon
https://www.youtube.com//watch?v=N0JtOnCnqaA,12,"The Unexpected, Underwater Plant Fighting Climate Change | Carlos M. Duarte | TED Countdown",35324,490,57,6,3,2022,6/3/2022,Sun
https://www.youtube.com//watch?v=WxPGJhyFIZk,18,How Radical Hospitality Can Change the Lives of the Formerly Incarcerated | Reuben Jonathan Miller,28048,773,87,6,3,2022,6/3/2022,Sun
https://www.youtube.com//watch?v=PveLQRApahs,13,What if Women Built the World They Want to See? | Emily Pilloton-Lam | TED,36864,512,282,5,3,2022,5/3/2022,Sat
https://www.youtube.com//watch?v=y_EjCSz1aBo,11,How to Fix Broken Supply Chains | Dustin Burke | TED,32220,447,44,5,3,2022,5/3/2022,Sat
https://www.youtube.com//watch?v=xxhen1IlQ_E,6,"Dave Matthews: ""Dive In"" | TED Countdown",18952,263,43,4,3,2022,4/3/2022,Fri
https://www.youtube.com//watch?v=fAIJAezZg1A,10,How Comic Strips Create Better Health Care | Sam Hester | TED,19851,275,18,4,3,2022,4/3/2022,Fri
https://www.youtube.com//watch?v=XNNuwvbR6aA,14,How to Realistically Decarbonize the Oil and Gas Industry | Bjørn Otto Sverdrup | TED Countdown,22032,306,96,3,3,2022,3/3/2022,Thu
https://www.youtube.com//watch?v=yQqthbvYE8M,49,The War in Ukraine Could Change Everything | Yuval Noah Harari | TED,4136006,57444,15168,3,3,2022,3/3/2022,Thu
https://www.youtube.com//watch?v=uEOK3fk45Rg,11,How Biochar Removes CO2 from the Air -- and Helps Farmers Thrive | Axel Reinaud | TED,18690,259,75,2,3,2022,2/3/2022,Wed
https://www.youtube.com//watch?v=h_lhfnTO7pI,13,"The Creativity, Innovation and Ingenuity Languishing in US Prisons | Brittany K. Barnett | TED",22909,592,36,2,3,2022,2/3/2022,Wed
https://www.youtube.com//watch?v=xnZjtR9z1qA,15,The Architectural Mastermind Behind Modern Singapore | Liu Thai Ker | TED,24516,864,46,1,3,2022,1/3/2022,Tue
https://www.youtube.com//watch?v=kWyQNCOow7A,11,"What Makes a Job ""Good"" -- and the Case for Investing in People | Warren Valdmanis | TED",54320,1400,22,1,3,2022,1/3/2022,Tue
https://www.youtube.com//watch?v=LvNWW_thRC4,7,Language Shouldn't Be a Barrier to Climate Action | Sophia Kianni | TED Countdown,34837,1000,32,28,2,2022,28/2/2022,Mon
https://www.youtube.com//watch?v=eSwg04B81YM,12,How Moms Shape The World | Anna Malaika Tubbs | TED,49626,1200,47,25,2,2022,25/2/2022,Fri
https://www.youtube.com//watch?v=dKmHLAKQ5PI,9,Why a Free and Fair Internet Is More Vital than Ever | Priscilla Chomba-Kinywa | TED,21947,664,72,24,2,2022,24/2/2022,Thu
https://www.youtube.com//watch?v=udhOs50aXts,14,"Use Your Voice, Vote and Wallet for Climate Action | Halla Tómasdóttir | TED",25916,494,154,24,2,2022,24/2/2022,Thu
https://www.youtube.com//watch?v=p8ReF00JP5w,5,A King Cobra Bite -- and a Scientific Discovery | Gowri Shankar | TED,42332,1400,88,23,2,2022,23/2/2022,Wed
https://www.youtube.com//watch?v=2LlcUwVcc3o,12,Virginia Smith: The global risk of flooding -- and how to turn the tide | TED,35254,819,69,23,2,2022,23/2/2022,Wed
https://www.youtube.com//watch?v=uDt1MhAQcLs,11,Jim Hagemann Snabe: Dreams and details for a decarbonized future | TED Countdown,21384,578,47,22,2,2022,22/2/2022,Tue
https://www.youtube.com//watch?v=06jexFtDCXI,10,"Karen Lellouche Tordjman: Siri, Alexa, Google ... what comes next? | TED",53814,1000,127,22,2,2022,22/2/2022,Tue
https://www.youtube.com//watch?v=QL_pN4JtJKc,6,Tom Osborn: A new way to help young people with their mental health | TED,44555,1300,110,21,2,2022,21/2/2022,Mon
https://www.youtube.com//watch?v=B8kyrIQCFXQ,10,Vishaan Chakrabarti: A vision of sustainable housing for all of humanity | TED Countdown,39869,1300,166,20,2,2022,20/2/2022,Sun
https://www.youtube.com//watch?v=ecGXP4G3Zs0,10,Peachy Liv: How to protect your mental well-being online -- from a Gen-Zer | TED,48224,1900,57,20,2,2022,20/2/2022,Sun
https://www.youtube.com//watch?v=ItGGGN4jeYE,13,Jane Velkovski: The life-changing power of assistive technologies | TED,38166,1400,51,19,2,2022,19/2/2022,Sat
https://www.youtube.com//watch?v=n5FnSNCAWjY,7,Nkosilathi Nyathi: A next-generation solution to the climate crisis | TED,28969,972,29,19,2,2022,19/2/2022,Sat
https://www.youtube.com//watch?v=8itpqSocRT4,4,Let It Happen: A vibrant dance performance of funk classics | TED Countdown,32776,455,83,18,2,2022,18/2/2022,Fri
https://www.youtube.com//watch?v=_liyBrL0LqY,12,Elizabeth Zion: The need for family reunification -- to make families whole again | TED,32300,1000,37,18,2,2022,18/2/2022,Fri
https://www.youtube.com//watch?v=hVRN1rKq2v8,9,Makhtoum Abdalla: Education is a fundamental right for every child | TED,17660,610,29,17,2,2022,17/2/2022,Thu
https://www.youtube.com//watch?v=9mAg3_A6ye8,13,Adrian K. Haugabrook: 3 ways to lower the barriers to higher education | TED,32280,847,61,17,2,2022,17/2/2022,Thu
https://www.youtube.com//watch?v=hiWgbXibGSE,7,Dwan Reece: The origins of blackface and Black stereotypes | TED,20585,285,5,16,2,2022,16/2/2022,Wed
https://www.youtube.com//watch?v=dCXCzbyvIR0,9,Eric Hinterman: How going to Mars improves life on Earth | TED,35917,1100,223,16,2,2022,16/2/2022,Wed
https://www.youtube.com//watch?v=6nm8D0CkLZ4,14,Nyra Jordan: 4 steps to hiring fairly -- and supporting criminal justice reform | TED,15059,351,53,15,2,2022,15/2/2022,Tue
https://www.youtube.com//watch?v=uAU-1lSDTW8,11,Dawn Lippert: Community investment is the missing piece of climate action | TED Countdown,28407,593,43,15,2,2022,15/2/2022,Tue
https://www.youtube.com//watch?v=TxwGZppT2WA,4,Erin Meezan: What nature can teach us about sustainable business | In The Green,22430,311,27,14,2,2022,14/2/2022,Mon
https://www.youtube.com//watch?v=NJerBBTy074,10,Christina Costa: How gratitude rewires your brain | TED,103470,3700,166,14,2,2022,14/2/2022,Mon
https://www.youtube.com//watch?v=sRoqDVgFgSw,16,James Rhee: The value of kindness at work | TED,109958,2300,87,13,2,2022,13/2/2022,Sun
https://www.youtube.com//watch?v=Z0sHRaEhiAQ,9,Shweta Narayan: It's impossible to have healthy people on a sick planet | TED Countdown,39583,1000,62,13,2,2022,13/2/2022,Sun
https://www.youtube.com//watch?v=tOurql_a-4g,14,Joshua Chu-Tan: The science of preserving sight | TED,68738,1500,117,12,2,2022,12/2/2022,Sat
https://www.youtube.com//watch?v=-BR9P4E7liU,6,Jack Dangermond: An ever-evolving map of everything on Earth | TED Countdown,33423,990,41,12,2,2022,12/2/2022,Sat
https://www.youtube.com//watch?v=kZhmuc3L-YI,8,Nemonte Nenquimo: The forest is our teacher. It's time to respect it | TED Countdown,20035,924,94,11,2,2022,11/2/2022,Fri
https://www.youtube.com//watch?v=ZrdgSp-OVpM,11,John Doerr and Ryan Panchadsaram: An action plan for solving the climate crisis | TED Countdown,24537,674,156,11,2,2022,11/2/2022,Fri
https://www.youtube.com//watch?v=ABHdTi1If0c,13,Jamil Zaki: How to escape the cynicism trap | TED,61238,1300,80,10,2,2022,10/2/2022,Thu
https://www.youtube.com//watch?v=KpnxojCPyQs,9,"Belle and Sebastian: ""Big Yellow Taxi"" / ""Song for Sunshine"" | TED Countdown",24784,344,79,9,2,2022,9/2/2022,Wed
https://www.youtube.com//watch?v=e5bRX5U1a_4,10,Nili Gilbert: The crucial intersection of climate and capital | TED Countdown,31171,837,26,8,2,2022,8/2/2022,Tue
https://www.youtube.com//watch?v=L7vXZ1BnTBI,3,Tim Dunn: How we're reducing the climate impact of electronics | In The Green,30056,417,44,7,2,2022,7/2/2022,Mon
https://www.youtube.com//watch?v=pxeJxyCiOJo,4,Derek Sarno: The many reasons to eat a plant-based diet | TED Countdown,49208,1900,370,6,2,2022,6/2/2022,Sun
https://www.youtube.com//watch?v=eIRtcspIH4U,14,Jane Walsh: The rise of predatory scams -- and how to prevent them | TED,33509,928,80,5,2,2022,5/2/2022,Sat
https://www.youtube.com//watch?v=0jNhhrgczsc,11,Candace Parker: How to break down barriers and not accept limits | TED,54001,750,59,4,2,2022,4/2/2022,Fri
https://www.youtube.com//watch?v=uJKDipbCzdc,9,Jennifer Aaker and Naomi Bagdonas: Why great leaders take humor seriously | TED,48542,674,60,3,2,2022,3/2/2022,Thu
https://www.youtube.com//watch?v=e9hocuNjMqU,9,Nicola Sturgeon: How small countries can make a big impact on climate change | TED Countdown,51679,1400,308,2,2,2022,2/2/2022,Wed
https://www.youtube.com//watch?v=H_xc8dvKDu4,11,Aicha Evans: Your self-driving robotaxi is almost here | TED,33378,773,155,2,2,2022,2/2/2022,Wed
https://www.youtube.com//watch?v=AgR5Q_3HPvs,7,Farwiza Farhan: The powerful women on the front lines of climate action | TED Countdown,24208,720,67,1,2,2022,1/2/2022,Tue
https://www.youtube.com//watch?v=k-duWafgHsY,4,Katie McGinty: Smart solutions to decarbonize buildings | In the Green,34738,482,51,31,1,2022,31/1/2022,Mon
https://www.youtube.com//watch?v=01Br0FbRZrg,6,Larry Irvin: A program to empower Black teachers in the US | TED,37782,832,141,29,1,2022,29/1/2022,Sat
https://www.youtube.com//watch?v=-hRUwrRSSWE,8,"Josh Giegel: Super speed, magnetic levitation and the vision behind the hyperloop | TED",40969,1000,226,27,1,2022,27/1/2022,Thu
https://www.youtube.com//watch?v=KJW3sucsJGs,7,Chibeze Ezekiel: A vision for sustainable energy in Africa | TED Countdown,29962,948,49,26,1,2022,26/1/2022,Wed
https://www.youtube.com//watch?v=VWMXxbNXFEA,4,"Naima Penniman: ""Being Human"" | TED Countdown",33739,1100,70,25,1,2022,25/1/2022,Tue
https://www.youtube.com//watch?v=YmpFd8Ikjtc,3,Children of Palau: Leave only footprints that will wash away | TED Countdown,39779,1300,71,24,1,2022,24/1/2022,Mon
https://www.youtube.com//watch?v=zaTH7LnyCdE,11,Gavin McCormick: Tracking the whole world's carbon emissions -- with satellites & AI | TED Countdown,64050,1800,180,22,1,2022,22/1/2022,Sat
https://www.youtube.com//watch?v=_P68Vkp-h7c,12,Coya Paz Brownrigg: The haunting truth of ghost stories | TED,54004,1500,116,21,1,2022,21/1/2022,Fri
https://www.youtube.com//watch?v=QuxF2IpOG3U,10,Karoli Hindriks: Why the passport needs an upgrade | TED,45658,1200,171,20,1,2022,20/1/2022,Thu
https://www.youtube.com//watch?v=EuOv0rbPt-A,10,Rebecca Galemba: How employers steal from workers -- and get away with it | TED,52379,1400,223,19,1,2022,19/1/2022,Wed
https://www.youtube.com//watch?v=Cz6pXdA4fxQ,13,Tzeporah Berman: The bad math of the fossil fuel industry | TED Countdown,52853,1700,210,17,1,2022,17/1/2022,Mon
https://www.youtube.com//watch?v=tlWuP7wESZw,10,Ilissa Ocko: The fastest way to slow climate change now | TED Countdown,181877,5400,857,15,1,2022,15/1/2022,Sat
https://www.youtube.com//watch?v=aINZwmb5X3A,8,"Jenny Scheinman, Nels Cline and Todd Sickafoose: ""A Ride With Polly Jean"" / ""Ali Farka Touche"" | TED",19551,271,18,14,1,2022,14/1/2022,Fri
https://www.youtube.com//watch?v=4OXhOXULEbA,13,Trebor Scholz: Stuck in the gig economy? Try platform co-ops instead | TED,31359,758,29,13,1,2022,13/1/2022,Thu
https://www.youtube.com//watch?v=2dLU6bqZe5U,4,"Charlie Puth: ""You and I"" | TED Countdown",49734,1300,93,12,1,2022,12/1/2022,Wed
https://www.youtube.com//watch?v=JL1_j2tdeuk,4,"Charlie Puth: ""Attention"" | TED Countdown",48426,2000,142,11,1,2022,11/1/2022,Tue
https://www.youtube.com//watch?v=WCFcBd9kxTs,9,Pardis Parker: I’m tired of people telling me to “grind” | TED,81869,1137,199,10,1,2022,10/1/2022,Mon
https://www.youtube.com//watch?v=1TzlzuW1uGA,13,Irma L. Olguin Jr.: How to turn around a city | TED,43331,1000,157,7,1,2022,7/1/2022,Fri
https://www.youtube.com//watch?v=rcBu29r6nJM,9,Charlotte Degot: A more accurate way to calculate emissions | TED,38993,828,97,6,1,2022,6/1/2022,Thu
https://www.youtube.com//watch?v=uX-0gEOdAuU,8,Amina J. Mohammed: A new perspective on the journey to net-zero | TED Countdown,73853,1500,159,30,12,2021,30/12/2021,Thu
https://www.youtube.com//watch?v=cM6JpalAtq0,6,Nithya Ramanathan: The problem of vaccine spoilage -- and a smart sensor to help | TED,62271,1200,84,29,12,2021,29/12/2021,Wed
https://www.youtube.com//watch?v=WDaa6wBrDLo,10,Solomon Goldstein-Rose: How much clean electricity do we really need? | TED Countdown,60418,1600,189,28,12,2021,28/12/2021,Tue
https://www.youtube.com//watch?v=8_cEKbzbC98,9,Chris Bennett: A close-to-home solution for accessible childcare | TED,37831,816,56,27,12,2021,27/12/2021,Mon
https://www.youtube.com//watch?v=kuCPvKW4k5w,9,Tanya Berger-Wolf: How your nature photos can help protect wild animals | TED,47256,1000,42,25,12,2021,25/12/2021,Sat
https://www.youtube.com//watch?v=kTS1jJgXsfw,12,Debbie Lovich: 3 tips for leaders to get the future of work right | TED,65708,1400,57,24,12,2021,24/12/2021,Fri
https://www.youtube.com//watch?v=SfROjZlyg7o,8,Melati Wijsen: A roadmap for young changemakers | TED Countdown,35946,1000,69,23,12,2021,23/12/2021,Thu
https://www.youtube.com//watch?v=Yh2-Z5Ov5AQ,2,4 ways the COVID-19 pandemic changed the way we sleep | Sleeping With Science,76015,1900,75,22,12,2021,22/12/2021,Wed
https://www.youtube.com//watch?v=sCjfVrmkdDQ,11,Monica Araya: The billion-dollar campaign to electrify transport | TED Countdown,34525,720,219,21,12,2021,21/12/2021,Tue
https://www.youtube.com//watch?v=V8APZmk82xc,14,Jennifer B. Nuzzo: 3 ways to prepare society for the next pandemic | TED,49070,1200,196,20,12,2021,20/12/2021,Mon
https://www.youtube.com//watch?v=2JUQo-PnY2g,6,Jenna C. Lester: Why skin disease is often misdiagnosed in darker skin tones | TED,28130,779,20,17,12,2021,17/12/2021,Fri
https://www.youtube.com//watch?v=nvkgqt-hkEg,16,Sister True Dedication: 3 questions to build resilience -- and change the world | TED Countdown,75594,2800,204,16,12,2021,16/12/2021,Thu
https://www.youtube.com//watch?v=cHKs2aVxOmQ,1,How to deal with your insomnia — and finally get to sleep | Sleeping with Science,97185,3100,222,15,12,2021,15/12/2021,Wed
https://www.youtube.com//watch?v=22O6a87-GcQ,10,Kayvon Tehranian: How NFTs are building the internet of the future | TED,98987,2900,540,14,12,2021,14/12/2021,Tue
https://www.youtube.com//watch?v=uoQYtNbSXAM,10,Mads Tang-Christensen: The brain science of obesity | TED,48183,1300,155,13,12,2021,13/12/2021,Mon
https://www.youtube.com//watch?v=pj_h_SAeI5c,11,Richard Thompson Ford: A tailored history of who wears what -- and why | TED,51277,1200,57,10,12,2021,10/12/2021,Fri
https://www.youtube.com//watch?v=m9bTgNjYTS0,14,Steven Johnson: How humanity doubled life expectancy in a century | TED,75912,1700,177,9,12,2021,9/12/2021,Thu
https://www.youtube.com//watch?v=r6pItuOoGxc,1,How sleep affects what -- and how much -- you eat | Sleeping with Science,105044,3900,138,9,12,2021,9/12/2021,Thu
https://www.youtube.com//watch?v=y4yeroE4Ar4,17,Kathryn Kolbert: The end of Roe v. Wade -- and what comes next | TED,37112,1200,2014,8,12,2021,8/12/2021,Wed
https://www.youtube.com//watch?v=1tN2W607Qbk,20,Maria Van Kerkhove: How to end the pandemic -- and prepare for the next | TED,55634,1100,397,7,12,2021,7/12/2021,Tue
https://www.youtube.com//watch?v=Klta3uf4uzw,12,Bozoma Saint John: The creative power of your intuition | TED,51876,1600,66,6,12,2021,6/12/2021,Mon
https://www.youtube.com//watch?v=Xy4iSaJOQQA,17,Shabana Basij-Rasikh: The dream of educating Afghan girls lives on | TED,52295,1500,158,4,12,2021,4/12/2021,Sat
https://www.youtube.com//watch?v=NO5-IQNmZN4,9,Olivia Affuso: 3 ways community creates a healthy life | TED,28948,720,23,3,12,2021,3/12/2021,Fri
https://www.youtube.com//watch?v=5g8V23poB9Q,16,Al Gore: How to make radical climate action the new normal | TED Countdown,56549,2200,429,2,12,2021,2/12/2021,Thu
https://www.youtube.com//watch?v=f-yWJoJltoo,2,What is melatonin -- and should you take it to fall asleep? | Sleeping with Science,138589,4300,257,1,12,2021,1/12/2021,Wed
https://www.youtube.com//watch?v=lh4d1fjzfNA,3,Is it really that bad to marry my cousin? | Am I Normal? with Mona Chalabi,85767,1800,508,30,11,2021,30/11/2021,Tue
https://www.youtube.com//watch?v=AX4ewS-YIbA,10,Liam Young: Planet City -- a sci-fi vision of an astonishing regenerative future | TED,39427,1100,144,29,11,2021,29/11/2021,Mon
https://www.youtube.com//watch?v=8NkTDzWAX3w,10,Nabiha Saklayen: Could you recover from illness ... using your own stem cells? | TED,63128,1500,132,26,11,2021,26/11/2021,Fri
https://www.youtube.com//watch?v=gAHI34ivbgs,8,Richard Wilkinson: The link between inequality and anxiety | TED,51958,1900,137,25,11,2021,25/11/2021,Thu
https://www.youtube.com//watch?v=YXn-eNPzlo8,2,The surprising health benefits of dreaming | Sleeping with Science,74413,3000,117,25,11,2021,25/11/2021,Thu
https://www.youtube.com//watch?v=z7_LwuuPsAE,23,"Anil Seth: How your brain invents your ""self"" | TED",60905,1800,161,24,11,2021,24/11/2021,Wed
https://www.youtube.com//watch?v=_H4C-08GkKo,1,How accurate is the weather forecast? | Am I Normal? With Mona Chalabi,53487,1100,71,23,11,2021,23/11/2021,Tue
https://www.youtube.com//watch?v=PlPena9gobI,15,Hrishikesh Hirway: What you discover when you really listen | TED,61657,2100,86,22,11,2021,22/11/2021,Mon
https://www.youtube.com//watch?v=p5IuRLOer6E,13,Wendy MacNaughton: The art of paying attention | TED,193453,5800,169,19,11,2021,19/11/2021,Fri
https://www.youtube.com//watch?v=njVQC8OwX5c,6,The 55 Gigaton Challenge | TED Countdown,42654,1300,153,19,11,2021,19/11/2021,Fri
https://www.youtube.com//watch?v=uEHu8LIZUKI,2,Are naps actually good for us? | Sleeping with Science,161464,6100,199,17,11,2021,17/11/2021,Wed
https://www.youtube.com//watch?v=xo3twNN-CTg,3,Which box do I check? | Am I Normal? With Mona Chalabi,45544,1000,215,16,11,2021,16/11/2021,Tue
